sentimen, Tweet
['-1'],"['duh', 'tgs', 'kuliah', 'numpuk', 'banget', 'pusing']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['1'],"['tugas', 'kuliah', 'kali', 'ribet', 'seru', 'sih']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['1'],"['makasih', 'dsn', 'udah', 'ngejelasin', 'materi', 'sabar']"
['-1'],"['duh', 'tgs', 'kuliah', 'numpuk', 'banget', 'pusing']"
['1'],"['asgnmnt', 'udah', 'kelar', 'healing~']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['-1'],"['duh', 'tgs', 'kuliah', 'numpuk', 'banget', 'pusing']"
['1'],"['kampus', 'emang', 'keren', 'banget', 'fasilitasnya', 'lengkap']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['-1'],"['ngerjain', 'tgs', 'kuliah', 'deadline', 'bentar', 'omg']"
['-1'],"['ngerjain', 'tgs', 'kuliah', 'deadline', 'bentar', 'omg']"
['1'],"['kampus', 'emang', 'keren', 'banget', 'fasilitasnya', 'lengkap']"
['-1'],"['ngerjain', 'tgs', 'kuliah', 'deadline', 'bentar', 'omg']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['-1'],"['duh', 'tgs', 'kuliah', 'numpuk', 'banget', 'pusing']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['1'],"['makasih', 'dsn', 'udah', 'ngejelasin', 'materi', 'sabar']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['1'],"['dosen', 'super', 'ngebantu', 'banget', 'kelas']"
['-1'],"['duh', 'tgs', 'kuliah', 'numpuk', 'banget', 'pusing']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['1'],"['asgnmnt', 'udah', 'kelar', 'healing~']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['1'],"['kampus', 'emang', 'keren', 'banget', 'fasilitasnya', 'lengkap']"
['1'],"['makasih', 'dsn', 'udah', 'ngejelasin', 'materi', 'sabar']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['1'],"['asgnmnt', 'udah', 'kelar', 'healing~']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['1'],"['kampus', 'emang', 'keren', 'banget', 'fasilitasnya', 'lengkap']"
['1'],"['asgnmnt', 'minggu', 'seru']"
